lti_number,lti_start_time,lti_end_time,avg_rss_mb,ram_utilization_percent,cpu_utilization_percent,rss_mb,vms_mb,peak_rss_mb,cpu_time_s_delta,wall_time_s_delta
0,0.0,0.125605,625.2578125,7.632541656494141,101.17753108919705,710.29296875,3640.82421875,710.00390625,0.6600000000000003,0.6523187439888716
1,0.125605,0.298227,710.515625,8.673286437988281,101.02430959311152,710.73828125,3640.96484375,710.51953125,0.17999999999999972,0.17817493702750653
2,0.298227,0.563713,711.77734375,8.688688278198242,100.78320288510622,712.81640625,3640.96484375,712.46484375,0.16999999999999993,0.16867890197318047
3,0.563713,0.786454,712.88671875,8.702230453491211,95.93656278604121,712.95703125,3640.96484375,712.76953125,0.15000000000000036,0.15635331894736737
4,0.786454,0.896602,713.068359375,8.704447746276855,101.57537127381633,713.1796875,3640.96484375,713.01953125,0.16999999999999993,0.1673634049948305
5,0.896602,1.101064,713.212890625,8.706212043762207,102.86654136159024,713.24609375,3640.96484375,713.01953125,0.16999999999999993,0.16526267700828612
6,1.101064,1.348419,713.28515625,8.707094192504883,99.49884013162848,713.32421875,3640.96484375,713.01953125,0.16999999999999993,0.17085626302286983
7,1.348419,1.834237,713.33984375,8.707761764526367,99.82641826544695,713.35546875,3640.96484375,713.01953125,0.16999999999999993,0.1702956020599231
8,1.834237,2.124754,713.375,8.70819091796875,98.7930362011408,713.39453125,3640.96484375,713.01953125,0.17000000000000037,0.17207690596114844
9,2.124754,2.322545,713.408203125,8.708596229553223,101.79384955525441,713.421875,3640.96484375,713.26953125,0.16999999999999993,0.1670041959732771
10,2.322545,2.962379,713.447265625,8.709073066711426,95.69531662551663,713.47265625,3641.09375,713.26953125,0.1599999999999997,0.16719731502234936
11,2.962379,3.166878,713.5,8.709716796875,104.41661905561286,713.52734375,3641.09375,713.26953125,0.17000000000000037,0.1628093320177868
12,3.166878,3.361572,713.6484375,8.711528778076172,98.75810576277053,713.76953125,3642.09375,713.53515625,0.1599999999999997,0.16201201791409403
13,3.361572,3.673047,713.787109375,8.713221549987793,99.54703400339542,713.8046875,3642.09375,713.53515625,0.16999999999999993,0.17077354609500617
14,3.673047,3.875735,713.818359375,8.713603019714355,99.6784684004731,713.83203125,3642.09375,713.53515625,0.16000000000000014,0.16051611001603305
15,3.875735,4.059756,713.83984375,8.713865280151367,100.21983346443228,713.84765625,3642.09375,713.78515625,0.16000000000000014,0.15964903798885643
16,4.059756,4.215684,713.880859375,8.71436595916748,99.84855740874178,713.9140625,3642.09375,713.78515625,0.2599999999999998,0.2603943479480222
17,4.215684,4.881577,713.921875,8.714866638183594,98.17658723884604,713.9296875,3642.09375,713.78515625,0.29000000000000004,0.29538610798772424
18,4.881577,5.086532,713.943359375,8.715128898620605,102.06375783424153,713.95703125,3642.09375,713.78515625,0.3099999999999996,0.30373171297833323
19,5.086532,5.462667,713.998046875,8.71579647064209,98.04592633038676,714.0390625,3642.09375,713.78515625,0.3099999999999996,0.316178358043544
20,5.462667,5.590082,714.041015625,8.716320991516113,101.66155395507424,714.04296875,3642.09375,713.78515625,0.3700000000000001,0.3639527290361002
21,5.590082,5.71339,714.064453125,8.716607093811035,100.1307376161488,714.0859375,3642.09375,713.78515625,0.29000000000000004,0.2896213559433818
22,5.71339,5.814995,714.125,8.71734619140625,98.87851829652486,714.1640625,3642.09375,714.03515625,0.5100000000000007,0.5157844279892743
23,5.814995,5.94951,714.166015625,8.717846870422363,99.59386089056756,714.16796875,3642.09375,714.03515625,0.3199999999999994,0.32130494504235685
24,5.94951,6.052736,714.16796875,8.717870712280273,101.32052480329885,714.16796875,3642.09375,714.03515625,0.4500000000000002,0.44413508602883667
25,6.052736,6.154,714.189453125,8.718132972717285,98.66944924169087,714.2109375,3642.09375,714.03515625,0.3799999999999999,0.3851242739474401
26,6.154,6.348524,714.220703125,8.718514442443848,100.12271974743048,714.23046875,3642.09375,714.03515625,0.2999999999999998,0.29963229200802743
27,6.348524,6.995422,714.271484375,8.719134330749512,100.17933234558478,714.3125,3642.09375,714.03515625,0.3000000000000007,0.2994629660388455
28,6.995422,7.199891,714.314453125,8.719658851623535,101.10737738587609,714.31640625,3642.09375,714.03515625,0.33999999999999986,0.3362761539174244
29,7.199891,8.960382,714.33203125,8.719873428344727,98.19463109925356,714.34765625,3642.09375,714.28515625,0.2900000000000009,0.29533182899467647
30,8.960382,9.164843,714.353515625,8.720135688781738,102.00575371931807,714.359375,3642.09375,714.28515625,0.29999999999999893,0.29410105710849166
31,9.164843,9.999248,714.40234375,8.720731735229492,99.0266485637332,714.4453125,3642.09375,714.28515625,0.3100000000000005,0.3130470479372889
32,9.999248,10.203727,714.46484375,8.721494674682617,99.78904097665594,714.484375,3642.09375,714.28515625,0.3000000000000007,0.3006342150038108
33,10.203727,11.037938,714.486328125,8.721756935119629,98.63659761482295,714.48828125,3642.09375,714.28515625,0.29999999999999893,0.3041467439616099
34,11.037938,11.24246,714.50390625,8.72197151184082,102.12682065862695,714.51953125,3642.09375,714.28515625,0.3100000000000005,0.3035441600950435
35,11.24246,11.540238,714.52734375,8.722257614135742,99.95424225630872,714.53515625,3642.09375,714.28515625,0.3100000000000005,0.31014191394206136
36,11.540238,12.062265,714.5546875,8.722591400146484,100.1258749034093,714.57421875,3642.09375,714.28515625,0.29999999999999893,0.29962285002693534
37,12.062265,12.266839,714.5859375,8.722972869873047,98.12724855840223,714.59765625,3642.09375,714.53515625,0.2900000000000009,0.29553462902549654
38,12.266839,12.626493,714.62109375,8.72340202331543,101.0953312023425,714.64453125,3642.09375,714.53515625,0.29999999999999893,0.2967496089404449
39,12.626493,12.796768,714.669921875,8.723998069763184,100.20251461909947,714.6953125,3642.23046875,714.53515625,0.3000000000000007,0.29939368402119726
40,12.796768,13.10511,714.708984375,8.724474906921387,98.51887057221495,714.72265625,3642.23046875,714.53515625,0.3000000000000007,0.3045101900352165
41,13.10511,13.30966,714.724609375,8.724665641784668,100.61777057893697,714.7265625,3642.23046875,714.53515625,0.28999999999999915,0.2882194649428129
42,13.30966,13.97388,714.755859375,8.72504711151123,99.96250138684019,714.78515625,3642.23046875,714.53515625,0.3000000000000007,0.3001125380396843
43,13.97388,14.273798,714.794921875,8.725523948669434,100.50676146952576,714.8046875,3642.23046875,714.53515625,0.29999999999999893,0.29848738096188754
44,14.273798,15.182065,714.833984375,8.726000785827637,99.44107978875107,714.86328125,3642.23046875,714.78515625,0.3000000000000007,0.30168618506286293
