lti_number,lti_start_time,lti_end_time,avg_rss_mb,ram_utilization_percent,cpu_utilization_percent,rss_mb,vms_mb,peak_rss_mb,cpu_time_s_delta,wall_time_s_delta
412,140.401013,140.546137,540.83203125,6.601953506469727,96.15579246540867,540.83203125,3325.3828125,583.8359375,0.020000000000000462,0.020799578982405365
413,140.546137,140.665651,540.83203125,6.601953506469727,79.51262547458423,540.83203125,3325.3828125,583.8359375,0.009999999999999787,0.012576619046740234
414,140.665651,140.829179,540.83203125,6.601953506469727,90.83682611343895,540.83203125,3325.3828125,583.8359375,0.019999999999999574,0.022017501993104815
415,140.829179,141.281574,540.83203125,6.601953506469727,146.51526217954827,540.83203125,3325.3828125,583.8359375,0.020000000000000462,0.013650455046445131
416,141.281574,141.475028,540.833984375,6.601977348327637,92.98312186529824,540.8359375,3325.3828125,583.8359375,0.019999999999999574,0.02150927996262908
417,141.475028,141.581474,540.8359375,6.602001190185547,81.1026788314994,540.8359375,3325.3828125,583.8359375,0.010000000000000675,0.012330048950389028
418,141.581474,141.78596,540.837890625,6.602025032043457,79.30732942222876,540.83984375,3325.3828125,583.8359375,0.009999999999999787,0.012609175057150424
419,141.78596,142.395047,540.841796875,6.602072715759277,96.63484632067915,540.84375,3325.3828125,583.8359375,0.019999999999999574,0.020696467952802777
420,142.395047,142.614482,540.84375,6.6020965576171875,163.05752367759814,540.84375,3325.3828125,583.8359375,0.020000000000000462,0.012265610042959452
421,142.614482,142.81899,540.84375,6.6020965576171875,81.72608744261129,540.84375,3325.3828125,583.8359375,0.009999999999999787,0.012235995032824576
422,142.81899,143.395531,540.84375,6.6020965576171875,80.86657956795715,540.84375,3325.3828125,583.8359375,0.009999999999999787,0.012366047943942249
423,143.395531,143.620483,540.853515625,6.602215766906738,102.95362315572558,540.86328125,3325.3828125,583.8359375,0.07000000000000028,0.06799177906941622
424,143.620483,143.766327,540.865234375,6.602358818054199,85.73265962497379,540.8671875,3325.3828125,583.8359375,0.03000000000000025,0.03499249892774969
425,143.766327,143.891844,540.8671875,6.602382659912109,103.95757636906747,540.8671875,3325.3828125,583.8359375,0.019999999999999574,0.019238617038354278
426,143.891844,144.118232,540.8671875,6.602382659912109,118.0633678065099,540.8671875,3325.3828125,583.8359375,0.040000000000000924,0.03388011094648391
427,144.118232,144.402905,540.8671875,6.602382659912109,75.72232990232888,540.8671875,3325.3828125,583.8359375,0.009999999999999787,0.013206144096329808
428,144.402905,144.697542,540.869140625,6.6024065017700195,82.22690250976717,540.87109375,3325.3828125,583.8359375,0.009999999999999787,0.012161469901911914
429,144.697542,144.797821,540.87109375,6.60243034362793,160.81951011251763,540.87109375,3325.3828125,583.8359375,0.019999999999999574,0.012436302029527724
430,144.797821,144.902016,540.87109375,6.60243034362793,77.68747384584536,540.87109375,3325.3828125,583.8359375,0.009999999999999787,0.012872088002040982
431,144.902016,145.72433,540.87109375,6.60243034362793,81.64878294719907,540.87109375,3325.3828125,583.8359375,0.010000000000001563,0.012247579987160861
432,145.72433,145.831578,540.87109375,6.60243034362793,74.78364349991176,540.87109375,3325.3828125,583.8359375,0.009999999999999787,0.013371907989494503
433,145.831578,145.977995,540.873046875,6.60245418548584,101.64306516936239,540.875,3325.3828125,583.8359375,0.03999999999999915,0.039353398024104536
434,145.977995,146.578833,540.876953125,6.60250186920166,160.57060295506705,540.87890625,3325.3828125,583.8359375,0.02000000000000135,0.012455580057576299
435,146.578833,146.861271,540.87890625,6.60252571105957,91.51066554274752,540.87890625,3325.3828125,583.8359375,0.019999999999999574,0.02185537596233189
436,146.861271,147.697342,540.87890625,6.60252571105957,81.1152702944262,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012328134966082871
437,147.697342,147.885417,540.87890625,6.60252571105957,81.2465232749493,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012308218982070684
438,147.885417,148.185331,540.87890625,6.60252571105957,154.79103325296785,540.87890625,3325.3828125,583.8359375,0.019999999999999574,0.01292064506560564
439,148.185331,149.758588,540.87890625,6.60252571105957,81.80216037817357,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012224616017192602
440,149.758588,149.963309,540.87890625,6.60252571105957,81.27976649991675,540.87890625,3325.3828125,583.8359375,0.010000000000001563,0.012303184950724244
441,149.963309,150.797718,540.87890625,6.60252571105957,81.42456529591128,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012281305971555412
442,150.797718,150.981582,540.87890625,6.60252571105957,81.14858326153487,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012323074042797089
443,150.981582,151.83772,540.87890625,6.60252571105957,129.80098138675365,540.87890625,3325.3828125,583.8359375,0.03999999999999915,0.030816407990641892
444,151.83772,152.042188,540.87890625,6.60252571105957,81.91653217805364,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.01220754801761359
445,152.042188,153.90343,540.87890625,6.60252571105957,81.68127505081173,540.87890625,3325.3828125,583.8359375,0.010000000000001563,0.012242708005942404
446,153.90343,154.107928,540.87890625,6.60252571105957,81.45413862384126,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012276847031898797
447,154.107928,154.835521,540.87890625,6.60252571105957,81.76941170163096,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012229511979967356
448,154.835521,155.040001,540.87890625,6.60252571105957,164.12292522395245,540.87890625,3325.3828125,583.8359375,0.019999999999999574,0.012185988016426563
449,155.040001,155.272601,540.87890625,6.60252571105957,81.06781902255679,540.87890625,3325.3828125,583.8359375,0.009999999999999787,0.012335350969806314
450,155.272601,155.859609,540.888671875,6.602644920349121,77.96915324382664,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.025651169940829277
451,155.859609,155.963127,540.8984375,6.602764129638672,106.61318812448775,540.8984375,3325.3828125,583.8359375,0.05000000000000071,0.04689851310104132
452,155.963127,156.064095,540.8984375,6.602764129638672,81.79831305835276,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012225190992467105
453,156.064095,156.16757,540.8984375,6.602764129638672,164.03482357877073,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.012192533002234995
454,156.16757,156.882843,540.8984375,6.602764129638672,81.69980751226431,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012239930918440223
455,156.882843,157.101221,540.8984375,6.602764129638672,98.11550836499512,540.8984375,3325.3828125,583.8359375,0.030000000000001137,0.030576206045225263
456,157.101221,157.297084,540.8984375,6.602764129638672,80.88466493418196,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012363282963633537
457,157.297084,157.497202,540.8984375,6.602764129638672,80.66848966946024,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012396414065733552
458,157.497202,157.949137,540.8984375,6.602764129638672,96.52687145397093,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.020719619002193213
459,157.949137,158.153714,540.8984375,6.602764129638672,97.94853656902627,540.8984375,3325.3828125,583.8359375,0.02000000000000135,0.020418885978870094
460,158.153714,158.486298,540.8984375,6.602764129638672,153.1645365623484,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.013057852978818119
461,158.486298,158.661554,540.8984375,6.602764129638672,81.09794301478713,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012330768979154527
462,158.661554,158.866087,540.8984375,6.602764129638672,81.8727436822313,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012214077054522932
463,158.866087,158.977238,540.8984375,6.602764129638672,76.73777902703024,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.013031390961259604
464,158.977238,159.181737,540.8984375,6.602764129638672,163.01789125490538,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.012268592021428049
465,159.181737,159.565686,540.8984375,6.602764129638672,81.21514775960463,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012312973965890706
466,159.565686,161.037426,540.8984375,6.602764129638672,82.46657495303754,540.8984375,3325.3828125,583.8359375,0.010000000000001563,0.012126125046052039
467,161.037426,161.241977,540.8984375,6.602764129638672,81.83218330136917,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012220131000503898
468,161.241977,161.95903,540.8984375,6.602764129638672,163.50280633575755,540.8984375,3325.3828125,583.8359375,0.019999999999999574,0.012232205946929753
469,161.95903,162.163521,540.8984375,6.602764129638672,82.22419728566398,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012161870021373034
470,162.163521,162.501575,540.8984375,6.602764129638672,81.72688911049335,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.012235875008627772
471,162.501575,162.70026,540.8984375,6.602764129638672,74.41890385543121,540.8984375,3325.3828125,583.8359375,0.009999999999999787,0.013437445973977447
472,162.70026,162.803914,540.8984375,6.602764129638672,102.15022135669867,540.8984375,3325.3828125,583.8359375,0.040000000000000924,0.039158015977591276
473,162.803914,162.934474,540.900390625,6.602787971496582,102.45222795933229,540.90234375,3325.3828125,583.8359375,0.02999999999999936,0.029281940078362823
474,162.934474,163.059452,540.90234375,6.602811813354492,102.44955012885302,540.90234375,3325.3828125,583.8359375,0.0600000000000005,0.05856541090179235
475,163.059452,163.161577,540.90234375,6.602811813354492,78.04783587376264,540.90234375,3325.3828125,583.8359375,0.009999999999999787,0.012812655069865286
476,163.161577,163.357155,540.90234375,6.602811813354492,104.27771148097231,540.90234375,3325.3828125,583.8359375,0.03999999999999915,0.038359108031727374
477,163.357155,164.036105,540.90234375,6.602811813354492,83.14132533974227,540.90234375,3325.3828125,583.8359375,0.010000000000001563,0.012027713004499674
478,164.036105,164.240601,540.90234375,6.602811813354492,165.03265182429985,540.90234375,3325.3828125,583.8359375,0.019999999999999574,0.012118813931010664
