second_bucket,total_packets,total_hits,reactive_hits,speculative_hits,reactive_flows,speculative_flows,total_flows,hitrate,speculation_efficiency
0,105.0,22.0,15.0,7.0,230.0,2170.0,2400.0,20.952380952380953,0.5161290322580645
1,48.0,32.0,17.0,15.0,153.0,1047.0,1200.0,66.66666666666666,1.0112927692566998
2,60.0,43.0,21.0,22.0,181.0,1469.0,1650.0,71.66666666666667,1.1766994067879024
3,39.0,27.0,9.0,18.0,123.0,1377.0,1500.0,69.23076923076923,2.178649237472767
4,57.0,40.0,6.0,34.0,85.0,965.0,1050.0,70.17543859649122,6.165803108808291
5,582.0,528.0,102.0,426.0,188.0,1762.0,1950.0,90.72164948453609,4.622087200373906
6,180.0,176.0,18.0,158.0,114.0,1236.0,1350.0,97.77777777777777,9.5873786407767
7,90.0,60.0,29.0,31.0,149.0,1651.0,1800.0,66.66666666666666,1.1654378746423273
8,30.0,26.0,12.0,14.0,75.0,975.0,1050.0,86.66666666666667,1.2564102564102564
9,24.0,22.0,9.0,13.0,59.0,841.0,900.0,91.66666666666666,1.5457788347205708
10,21.0,17.0,8.0,9.0,65.0,835.0,900.0,80.95238095238095,1.2125748502994012
11,27.0,25.0,9.0,16.0,68.0,1132.0,1200.0,92.5925925925926,1.884570082449941
12,69.0,49.0,9.0,40.0,96.0,1554.0,1650.0,71.01449275362319,4.71900471900472
13,21.0,21.0,11.0,10.0,67.0,983.0,1050.0,100.0,0.9710533616942568
14,30.0,24.0,11.0,13.0,64.0,836.0,900.0,80.0,1.272292301000435
15,45.0,21.0,9.0,12.0,72.0,978.0,1050.0,46.666666666666664,1.4314928425357873
16,57.0,41.0,11.0,30.0,82.0,1268.0,1350.0,71.9298245614035,2.9036420992256953
17,39.0,31.0,10.0,21.0,98.0,1252.0,1350.0,79.48717948717949,2.2643769968051117
18,39.0,28.0,6.0,22.0,93.0,1257.0,1350.0,71.7948717948718,3.9379474940334127
19,27.0,21.0,4.0,17.0,60.0,840.0,900.0,77.77777777777779,4.553571428571429
20,39.0,26.0,5.0,21.0,70.0,980.0,1050.0,66.66666666666666,4.5
21,321.0,222.0,83.0,139.0,104.0,1246.0,1350.0,69.1588785046729,1.8144810381171554
22,69.0,47.0,12.0,35.0,169.0,1631.0,1800.0,68.11594202898551,3.2188841201716736
23,30.0,23.0,7.0,16.0,75.0,675.0,750.0,76.66666666666667,2.5396825396825395
24,66.0,61.0,23.0,38.0,156.0,1344.0,1500.0,92.42424242424242,1.843944099378882
25,24.0,24.0,10.0,14.0,80.0,670.0,750.0,100.0,1.5671641791044775
26,24.0,15.0,5.0,10.0,69.0,681.0,750.0,62.5,2.202643171806167
27,24.0,19.0,5.0,14.0,74.0,826.0,900.0,79.16666666666666,3.0508474576271185
28,27.0,21.0,6.0,15.0,86.0,964.0,1050.0,77.77777777777779,2.7230290456431536
29,24.0,17.0,5.0,12.0,80.0,820.0,900.0,70.83333333333334,2.6341463414634148
30,51.0,35.0,10.0,25.0,180.0,1620.0,1800.0,68.62745098039215,2.7777777777777777
31,54.0,41.0,11.0,30.0,158.0,1342.0,1500.0,75.92592592592592,3.0483674298875485
32,72.0,61.0,19.0,42.0,177.0,1473.0,1650.0,84.72222222222221,2.476149640904706
33,60.0,45.0,18.0,27.0,166.0,1484.0,1650.0,75.0,1.667789757412399
34,69.0,53.0,20.0,33.0,160.0,1640.0,1800.0,76.81159420289855,1.8109756097560974
35,84.0,64.0,7.0,57.0,155.0,1345.0,1500.0,76.19047619047619,9.081253319171534
