second_bucket,total_packets,total_hits,reactive_hits,speculative_hits,reactive_flows,speculative_flows,total_flows,hitrate,speculation_efficiency
0,105.0,21.0,15.0,6.0,233.0,2167.0,2400.0,20.0,0.44300876788186433
1,48.0,33.0,18.0,15.0,165.0,1035.0,1200.0,68.75,0.966183574879227
2,60.0,44.0,24.0,20.0,194.0,1456.0,1650.0,73.33333333333333,0.9443681318681318
3,39.0,32.0,13.0,19.0,137.0,1363.0,1500.0,82.05128205128204,1.6084429143856878
4,57.0,33.0,10.0,23.0,77.0,973.0,1050.0,57.89473684210527,2.4820143884892083
5,582.0,519.0,235.0,284.0,188.0,1762.0,1950.0,89.17525773195877,1.3374550196826622
6,180.0,175.0,80.0,95.0,126.0,1224.0,1350.0,97.22222222222221,1.3097426470588236
7,90.0,71.0,16.0,55.0,140.0,1660.0,1800.0,78.88888888888889,3.727409638554217
8,30.0,27.0,7.0,20.0,65.0,985.0,1050.0,90.0,3.0456852791878175
9,24.0,22.0,8.0,14.0,53.0,847.0,900.0,91.66666666666666,1.859504132231405
10,21.0,18.0,7.0,11.0,52.0,848.0,900.0,85.71428571428571,1.667789757412399
11,27.0,23.0,8.0,15.0,65.0,1135.0,1200.0,85.18518518518519,1.9823788546255507
12,69.0,48.0,10.0,38.0,84.0,1566.0,1650.0,69.56521739130434,4.003831417624521
13,21.0,21.0,5.0,16.0,50.0,1000.0,1050.0,100.0,3.3600000000000003
14,30.0,23.0,5.0,18.0,40.0,860.0,900.0,76.66666666666667,3.7674418604651163
15,45.0,34.0,5.0,29.0,39.0,1011.0,1050.0,75.55555555555556,6.023738872403561
16,57.0,44.0,6.0,38.0,53.0,1297.0,1350.0,77.19298245614034,6.59213569776407
17,39.0,32.0,6.0,26.0,63.0,1287.0,1350.0,82.05128205128204,4.545454545454545
18,39.0,28.0,5.0,23.0,64.0,1286.0,1350.0,71.7948717948718,4.828926905132192
19,27.0,20.0,1.0,19.0,58.0,842.0,900.0,74.07407407407408,20.30878859857482
20,39.0,26.0,4.0,22.0,49.0,1001.0,1050.0,66.66666666666666,5.769230769230769
21,321.0,203.0,89.0,114.0,76.0,1274.0,1350.0,63.2398753894081,1.3573104263312932
22,69.0,48.0,6.0,42.0,118.0,1682.0,1800.0,69.56521739130434,7.491082045184305
