second_bucket,total_packets,total_hits,reactive_hits,speculative_hits,reactive_flows,speculative_flows,total_flows,hitrate,speculation_efficiency
0,105.0,20.0,10.0,10.0,226.0,2174.0,2400.0,19.047619047619047,1.1039558417663293
1,48.0,36.0,36.0,0.0,225.0,975.0,1200.0,75.0,0.0
2,60.0,34.0,24.0,10.0,286.0,1364.0,1650.0,56.666666666666664,0.5040322580645161
3,39.0,27.0,17.0,10.0,284.0,1216.0,1500.0,69.23076923076923,0.7256191950464397
4,57.0,28.0,11.0,17.0,219.0,831.0,1050.0,49.122807017543856,1.9527404003938298
5,582.0,464.0,283.0,181.0,636.0,1314.0,1950.0,79.72508591065292,0.9491424238023782
6,180.0,177.0,64.0,113.0,476.0,874.0,1350.0,98.33333333333333,2.7272239702517163
7,90.0,41.0,20.0,21.0,672.0,1128.0,1800.0,45.55555555555556,1.675531914893617
8,30.0,21.0,10.0,11.0,446.0,604.0,1050.0,70.0,1.9122516556291393
9,24.0,17.0,6.0,11.0,394.0,506.0,900.0,70.83333333333334,3.2608695652173916
10,21.0,15.0,5.0,10.0,407.0,493.0,900.0,71.42857142857143,3.6511156186612572
11,27.0,24.0,13.0,11.0,550.0,650.0,1200.0,88.88888888888889,1.5621301775147929
12,69.0,40.0,26.0,14.0,801.0,849.0,1650.0,57.971014492753625,1.0464800217450394
13,21.0,20.0,8.0,12.0,549.0,501.0,1050.0,95.23809523809523,3.143712574850299
14,30.0,18.0,9.0,9.0,493.0,407.0,900.0,60.0,2.211302211302211
15,45.0,20.0,9.0,11.0,593.0,457.0,1050.0,44.44444444444444,2.8081692195477754
16,57.0,29.0,17.0,12.0,767.0,583.0,1350.0,50.877192982456144,1.634547472505297
17,39.0,27.0,17.0,10.0,834.0,516.0,1350.0,69.23076923076923,1.5389876880984952
18,39.0,28.0,21.0,7.0,827.0,523.0,1350.0,71.7948717948718,0.8604206500956022
19,27.0,15.0,8.0,7.0,624.0,276.0,900.0,55.55555555555556,2.8532608695652177
20,39.0,21.0,14.0,7.0,682.0,368.0,1050.0,53.84615384615385,1.4266304347826086
21,321.0,152.0,146.0,6.0,960.0,390.0,1350.0,47.35202492211838,0.1422550052687039
22,69.0,44.0,32.0,12.0,1406.0,394.0,1800.0,63.76811594202898,1.7131979695431472
23,30.0,23.0,14.0,9.0,607.0,143.0,750.0,76.66666666666667,3.3716283716283715
24,66.0,43.0,28.0,15.0,1256.0,244.0,1500.0,65.15151515151516,3.2933255269320845
25,24.0,23.0,11.0,12.0,657.0,93.0,750.0,95.83333333333334,8.79765395894428
26,24.0,16.0,12.0,4.0,649.0,101.0,750.0,66.66666666666666,2.4752475247524752
