second_bucket,total_packets,total_hits,reactive_hits,speculative_hits,reactive_flows,speculative_flows,total_flows,hitrate,speculation_efficiency
0,105.0,22.0,15.0,7.0,243.0,2157.0,2400.0,20.952380952380953,0.5192396847473343
1,48.0,38.0,32.0,6.0,210.0,990.0,1200.0,79.16666666666666,0.2272727272727273
2,60.0,37.0,30.0,7.0,272.0,1378.0,1650.0,61.66666666666667,0.27939042089985483
3,39.0,28.0,23.0,5.0,280.0,1220.0,1500.0,71.7948717948718,0.2672843905915894
4,57.0,19.0,13.0,6.0,215.0,835.0,1050.0,33.33333333333333,0.5803777061262092
5,582.0,465.0,367.0,98.0,640.0,1310.0,1950.0,79.89690721649485,0.3974873640202176
6,180.0,170.0,109.0,61.0,460.0,890.0,1350.0,94.44444444444444,0.8488815586022059
7,90.0,42.0,28.0,14.0,639.0,1161.0,1800.0,46.666666666666664,0.7751937984496123
8,30.0,21.0,13.0,8.0,439.0,611.0,1050.0,70.0,1.0575349364220068
9,24.0,18.0,11.0,7.0,389.0,511.0,900.0,75.0,1.12079701120797
10,21.0,15.0,8.0,7.0,394.0,506.0,900.0,71.42857142857143,1.556324110671937
11,27.0,23.0,13.0,10.0,537.0,663.0,1200.0,85.18518518518519,1.3922728854855553
12,69.0,41.0,27.0,14.0,772.0,878.0,1650.0,59.42028985507246,0.9744368514300177
13,21.0,19.0,7.0,12.0,519.0,531.0,1050.0,90.47619047619048,3.3898305084745766
14,30.0,18.0,11.0,7.0,471.0,429.0,900.0,60.0,1.3350286077558804
15,45.0,20.0,8.0,12.0,560.0,490.0,1050.0,44.44444444444444,3.2142857142857144
16,57.0,29.0,15.0,14.0,716.0,634.0,1350.0,50.877192982456144,1.9873817034700316
17,39.0,26.0,13.0,13.0,783.0,567.0,1350.0,66.66666666666666,2.380952380952381
18,39.0,27.0,16.0,11.0,768.0,582.0,1350.0,69.23076923076923,1.594716494845361
19,27.0,14.0,6.0,8.0,596.0,304.0,900.0,51.85185185185185,3.9473684210526314
20,39.0,23.0,15.0,8.0,641.0,409.0,1050.0,58.97435897435898,1.3691931540342297
21,321.0,148.0,139.0,9.0,907.0,443.0,1350.0,46.10591900311526,0.19731393214999107
22,69.0,40.0,27.0,13.0,1356.0,444.0,1800.0,57.971014492753625,1.9519519519519517
23,30.0,24.0,13.0,11.0,588.0,162.0,750.0,80.0,3.9173789173789175
24,66.0,44.0,24.0,20.0,1217.0,283.0,1500.0,66.66666666666666,4.41696113074205
25,24.0,24.0,6.0,18.0,638.0,112.0,750.0,100.0,20.08928571428571
26,24.0,17.0,13.0,4.0,630.0,120.0,750.0,70.83333333333334,1.9230769230769231
