id,arrival_time,switch_processing_time,control_plane_delay,total_delay,is_hit,is_speculative
0,0.0,3.6324716128740935e-09,0.008455238043146573,0.008455241675618187,0,1
1,0.000123,1.4443740450294227e-10,0.0018816458153392002,0.0018816459597766047,0,1
2,0.065516,5.780311669746243e-09,0.01795146374137157,0.01795146952168324,0,1
3,0.125605,5.361551462525808e-09,0.0044984554364558465,0.004498460798007309,0,1
4,0.138757,2.2041819078455843e-09,0.002172255975933344,0.0021722581801152515,0,1
5,0.190342,2.1835788843459173e-08,0.00023581359968927084,0.0002358354354781143,0,1
6,0.298227,4.288800636430696e-09,0.0,4.288800636430696e-09,1,0
7,0.329954,5.874612113801016e-09,0.0,5.874612113801016e-09,1,0
8,0.377163,9.97001749141571e-09,0.0,9.97001749141571e-09,1,0
9,0.377205,8.964203604407462e-09,0.0,8.964203604407462e-09,1,0
10,0.388521,7.3055886593433075e-09,0.0,7.3055886593433075e-09,1,1
11,0.563713,1.4318990094449092e-10,0.0,1.4318990094449092e-10,1,0
12,0.786454,4.678977869441071e-09,0.0,4.678977869441071e-09,1,0
13,0.833198,2.641040808752773e-08,0.0,2.641040808752773e-08,1,0
14,0.896602,8.019130020834616e-09,0.010711937434726463,0.010711945453856484,0,1
15,1.101064,1.4517370442779314e-08,0.0,1.4517370442779314e-08,1,0
16,1.131624,2.4080119291994728e-09,0.02427619093933707,0.024276193347348998,0,1
17,1.14016,2.124220508780085e-09,0.0,2.124220508780085e-09,1,1
18,1.143916,2.21717130581554e-09,0.0,2.21717130581554e-09,1,0
19,1.348419,4.678401682255528e-09,0.0,4.678401682255528e-09,1,0
20,1.350826,9.023451312022779e-10,0.0,9.023451312022779e-10,1,0
21,1.351265,8.598767447107372e-10,0.0,8.598767447107372e-10,1,0
22,1.834237,1.1040246641740718e-09,0.0,1.1040246641740718e-09,1,0
23,1.920241,4.176326166790061e-09,0.0,4.176326166790061e-09,1,1
24,2.124754,4.692750636075388e-09,0.0,4.692750636075388e-09,1,0
25,2.141278,8.723564384821214e-09,0.0,8.723564384821214e-09,1,1
26,2.322545,6.07555090489969e-09,0.0,6.07555090489969e-09,1,0
27,2.322897,3.7191331311294174e-09,0.0052035472257316575,0.005203550944864788,0,1
28,2.962379,7.714278188886622e-10,0.0,7.714278188886622e-10,1,1
29,3.166878,1.5657667050034166e-09,0.0,1.5657667050034166e-09,1,0
30,3.361572,6.916064721047078e-09,0.018962307676311952,0.018962314592376673,0,1
31,3.673047,7.669758839961802e-10,0.0,7.669758839961802e-10,1,1
32,3.875735,1.5323938777796337e-09,0.0,1.5323938777796337e-09,1,1
33,3.972952,2.4833666284849963e-09,0.0,2.4833666284849963e-09,1,0
34,4.059756,7.606011445604885e-09,0.0014037570579666925,0.0014037646639781381,0,1
35,4.081156,9.505878089015139e-09,0.0,9.505878089015139e-09,1,0
36,4.129804,6.92078997700134e-09,0.0,6.92078997700134e-09,1,0
37,4.215684,8.129733922893767e-09,0.0013831986780930537,0.0013832068078269766,0,1
38,4.249549,2.7589487211314283e-09,0.007106121373198089,0.00710612413214681,0,1
39,4.250969,9.348759307102895e-09,0.0,9.348759307102895e-09,1,0
40,4.881577,7.365856561593275e-10,0.0,7.365856561593275e-10,1,0
41,4.919386,2.266160757299979e-09,0.0,2.266160757299979e-09,1,1
42,5.086532,3.0491929995637967e-09,0.0,3.0491929995637967e-09,1,0
43,5.123898,1.2329850981965153e-09,0.0,1.2329850981965153e-09,1,0
44,5.182085,1.8089457400454123e-08,0.0,1.8089457400454123e-08,1,0
45,5.182195,2.9733825689377107e-09,0.0,2.9733825689377107e-09,1,0
46,5.182278,4.104834585945984e-09,0.0,4.104834585945984e-09,1,0
47,5.182362,1.1696148532712443e-08,0.0,1.1696148532712443e-08,1,0
48,5.182447,1.5577968319461625e-10,0.0,1.5577968319461625e-10,1,0
49,5.18253,4.683433142378542e-10,0.0,4.683433142378542e-10,1,0
50,5.182679,1.924880801825075e-09,0.0,1.924880801825075e-09,1,0
51,5.182772,2.6988499003530815e-10,0.0,2.6988499003530815e-10,1,0
52,5.185612,2.4708001622559838e-08,0.0,2.4708001622559838e-08,1,0
53,5.18573,4.501450441341391e-09,0.0,4.501450441341391e-09,1,0
54,5.186045,5.273155430305938e-09,0.0,5.273155430305938e-09,1,0
55,5.186147,2.705071698175095e-09,0.0,2.705071698175095e-09,1,0
56,5.186234,6.747601545017003e-10,0.0,6.747601545017003e-10,1,0
57,5.18632,1.6280567652071922e-09,0.0,1.6280567652071922e-09,1,0
58,5.462667,1.3584187585014071e-08,0.0,1.3584187585014071e-08,1,0
59,5.463535,4.652509893229186e-09,0.012944932974155925,0.012944937626665818,0,1
60,5.465174,7.930650265984301e-09,0.0,7.930650265984301e-09,1,0
61,5.465256,8.823757999576947e-09,0.0,8.823757999576947e-09,1,0
62,5.467449,3.8559369310313514e-10,0.0009184184621063074,0.0009184188477000005,0,1
63,5.469024,4.356260830084414e-09,0.00950882635003614,0.00950883070629697,0,1
64,5.469101,7.479525856126793e-09,5.873071955560934e-05,5.8738199081465464e-05,0,1
65,5.470314,8.88283045060883e-09,0.0,8.88283045060883e-09,1,0
66,5.471487,3.952849324262532e-09,0.0,3.952849324262532e-09,1,0
67,5.473724,1.2544561526250073e-09,0.0,1.2544561526250073e-09,1,1
68,5.473948,3.8082998324793135e-09,0.0,3.8082998324793135e-09,1,0
69,5.475318,2.072711244104547e-09,0.0,2.072711244104547e-09,1,1
70,5.476459,3.828270553543794e-09,0.0,3.828270553543794e-09,1,0
71,5.476604,1.315108977847916e-08,0.0,1.315108977847916e-08,1,0
72,5.478523,1.516554817687424e-08,0.0,1.516554817687424e-08,1,1
73,5.480367,2.2500320019350974e-09,0.0,2.2500320019350974e-09,1,1
74,5.480446,6.594650454946696e-11,0.0,6.594650454946696e-11,1,1
75,5.481395,5.6237780406173854e-09,0.0,5.6237780406173854e-09,1,0
76,5.482612,2.8113831599137568e-09,0.0,2.8113831599137568e-09,1,0
77,5.483261,2.1949802248010485e-09,0.0,2.1949802248010485e-09,1,1
78,5.484442,7.407371011770611e-10,0.0,7.407371011770611e-10,1,0
79,5.486798,3.2723323482212762e-09,0.01051570546296831,0.010515708735300658,0,1
80,5.540494,5.128530679429001e-09,0.0002259743400485023,0.00022597946857918174,0,1
81,5.590082,2.7737745199110457e-09,0.0,2.7737745199110457e-09,1,0
82,5.591464,5.183484899006445e-09,0.0,5.183484899006445e-09,1,1
83,5.71339,8.818328534427858e-09,0.05294189215597322,0.05294190097430175,0,1
84,5.71424,3.300503557449393e-09,0.0,3.300503557449393e-09,1,1
85,5.714325,1.1448039104519037e-09,0.0,1.1448039104519037e-09,1,1
86,5.714393,4.559054659417656e-09,0.0,4.559054659417656e-09,1,1
87,5.717825,1.438999992604209e-08,0.0018389187723665652,0.0018389331623664912,0,1
88,5.718723,6.636765288507445e-09,0.0,6.636765288507445e-09,1,1
89,5.7188,1.6714194031324057e-10,0.0,1.6714194031324057e-10,1,1
90,5.72141,7.240223455061261e-09,0.009337292488815076,0.009337299729038531,0,1
91,5.722451,4.947654517143216e-09,0.0,4.947654517143216e-09,1,1
92,5.723226,1.0462959738267412e-09,0.0,1.0462959738267412e-09,1,1
93,5.723318,3.4314302694514405e-09,0.0,3.4314302694514405e-09,1,1
94,5.724652,5.1024844195875034e-09,0.0,5.1024844195875034e-09,1,1
95,5.734385,6.373157502211492e-09,0.0,6.373157502211492e-09,1,1
96,5.735334,1.7011707704346118e-09,0.0,1.7011707704346118e-09,1,1
97,5.757115,4.89984405158421e-11,0.0,4.89984405158421e-11,1,1
98,5.7572,8.463960176438785e-09,0.017997559994463296,0.01799756845842347,0,1
99,5.758169,2.7374886298028834e-09,0.0,2.7374886298028834e-09,1,1
100,5.758247,7.66290578128914e-09,0.0,7.66290578128914e-09,1,0
101,5.759633,1.3476905834977888e-08,0.0009274753059179044,0.0009274887828237394,0,1
102,5.759721,9.969959158228216e-09,0.0,9.969959158228216e-09,1,1
103,5.759791,1.6724074409144846e-09,0.004791568905824935,0.004791570578232376,0,1
104,5.760176,1.911906607512514e-09,0.0,1.911906607512514e-09,1,1
105,5.763576,1.4430450550706411e-09,0.003040393802227144,0.003040395245272199,0,1
106,5.763623,1.0777217229379368e-09,0.0,1.0777217229379368e-09,1,1
107,5.763999,1.0191757280410476e-10,0.0,1.0191757280410476e-10,1,0
108,5.764619,9.24874934722549e-09,0.0,9.24874934722549e-09,1,1
109,5.76526,6.604230336090925e-10,0.0,6.604230336090925e-10,1,1
110,5.766194,1.203745929215422e-09,0.0030321285542447554,0.0030321297579906847,0,1
111,5.766255,5.670968235304796e-09,0.00491735443890801,0.004917360109876245,0,1
112,5.766942,1.4516472641120587e-10,0.0,1.4516472641120587e-10,1,1
113,5.767258,5.648071804447572e-09,0.0,5.648071804447572e-09,1,1
114,5.767318,4.439926362216934e-09,0.0,4.439926362216934e-09,1,1
115,5.769182,6.251550664680272e-09,0.0,6.251550664680272e-09,1,0
116,5.769242,2.2260384131095063e-10,0.0,2.2260384131095063e-10,1,0
117,5.769304,6.477456761188101e-09,0.0,6.477456761188101e-09,1,0
118,5.76962,6.0054951273460845e-09,0.0,6.0054951273460845e-09,1,0
119,5.769683,8.706487950103613e-10,0.0,8.706487950103613e-10,1,0
120,5.770036,7.949537337557386e-10,0.0,7.949537337557386e-10,1,1
121,5.775121,8.770772870336115e-09,0.0,8.770772870336115e-09,1,1
122,5.775599,2.343348012831985e-10,0.0,2.343348012831985e-10,1,1
123,5.775644,2.303793429400694e-09,0.0,2.303793429400694e-09,1,1
124,5.775676,4.646493831867897e-09,0.0,4.646493831867897e-09,1,1
125,5.775704,9.008914553872363e-09,0.0,9.008914553872363e-09,1,1
126,5.77576,4.1362282107254505e-11,0.0,4.1362282107254505e-11,1,1
127,5.775792,3.590590179276777e-09,0.0,3.590590179276777e-09,1,1
128,5.775845,4.246193835202528e-09,0.0,4.246193835202528e-09,1,1
129,5.775908,8.89819498202529e-09,0.0,8.89819498202529e-09,1,0
130,5.775962,4.994369595622767e-09,0.0,4.994369595622767e-09,1,0
131,5.77666,1.4037857248438594e-09,0.0,1.4037857248438594e-09,1,0
132,5.776723,6.494756479466993e-09,0.0,6.494756479466993e-09,1,0
133,5.77676,6.747872229977033e-10,0.0,6.747872229977033e-10,1,0
134,5.778242,1.3849265608363186e-08,0.0,1.3849265608363186e-08,1,1
135,5.78133,3.8893307771811717e-10,0.0,3.8893307771811717e-10,1,1
136,5.782881,4.471527739316288e-09,0.0,4.471527739316288e-09,1,1
137,5.783366,1.943005624449421e-08,0.0,1.943005624449421e-08,1,1
138,5.784102,5.851626096728594e-10,0.0,5.851626096728594e-10,1,1
139,5.784168,4.2031062242171695e-09,0.0,4.2031062242171695e-09,1,1
140,5.785068,1.889295436897244e-09,0.0,1.889295436897244e-09,1,1
141,5.786124,5.4586892102048326e-09,0.0,5.4586892102048326e-09,1,0
142,5.787352,5.46369136859018e-09,0.0,5.46369136859018e-09,1,1
143,5.787424,3.893187725823764e-09,0.0,3.893187725823764e-09,1,1
144,5.796352,2.0461176369536967e-08,0.0,2.0461176369536967e-08,1,1
145,5.797125,3.5738137549622412e-09,0.0,3.5738137549622412e-09,1,0
146,5.802126,9.638117355512433e-09,0.0,9.638117355512433e-09,1,1
147,5.802998,1.3556971588608608e-10,0.0,1.3556971588608608e-10,1,1
148,5.811171,1.8587457285387098e-08,0.0,1.8587457285387098e-08,1,1
149,5.812142,4.215286760388514e-09,0.0,4.215286760388514e-09,1,1
150,5.812823,4.802187670715648e-09,0.0,4.802187670715648e-09,1,1
151,5.812899,7.557513659685762e-09,0.0,7.557513659685762e-09,1,1
152,5.814995,1.2842836762182666e-08,0.0,1.2842836762182666e-08,1,1
153,5.815646,3.6773622633832237e-09,0.0,3.6773622633832237e-09,1,1
154,5.815719,5.911894712802453e-09,0.0,5.911894712802453e-09,1,1
155,5.816708,2.66203257618237e-09,0.0,2.66203257618237e-09,1,1
156,5.82478,3.11643554745928e-09,0.0,3.11643554745928e-09,1,0
157,5.8249,6.675269647471498e-09,0.0,6.675269647471498e-09,1,0
158,5.838343,1.4652224066958766e-08,0.0,1.4652224066958766e-08,1,0
159,5.94951,6.797592590238707e-09,0.005733156557859239,0.00573316335545183,0,1
160,5.981374,1.5585936485074589e-09,0.0,1.5585936485074589e-09,1,1
161,5.982204,2.1168682672636037e-09,0.0,2.1168682672636037e-09,1,0
162,5.988316,1.0610254259827635e-08,0.0,1.0610254259827635e-08,1,1
163,5.994028,3.740611438656679e-09,0.0,3.740611438656679e-09,1,1
164,5.995737,9.267617990606392e-10,0.0,9.267617990606392e-10,1,0
165,5.997315,2.3029020233833997e-08,0.0,2.3029020233833997e-08,1,0
166,5.998869,3.6454931434827752e-09,0.0,3.6454931434827752e-09,1,0
167,5.999975,4.358434531962102e-10,0.0,4.358434531962102e-10,1,1
168,6.001674,8.058855317072938e-09,0.0,8.058855317072938e-09,1,0
169,6.001754,5.724157753032358e-09,0.0,5.724157753032358e-09,1,0
170,6.006157,4.646283955430765e-09,0.0,4.646283955430765e-09,1,1
171,6.006514,9.689394215278968e-10,0.0,9.689394215278968e-10,1,1
172,6.006572,3.170165534495659e-10,0.0,3.170165534495659e-10,1,1
173,6.007621,5.149540203961684e-09,0.0,5.149540203961684e-09,1,1
174,6.007954,2.8043007760378298e-09,0.0,2.8043007760378298e-09,1,1
175,6.008231,5.871214210475951e-10,0.0,5.871214210475951e-10,1,0
