lti_number,lti_start_time,lti_end_time,lti_duration,total_packets,total_hits,total_misses,reactive_hits,speculative_hits,total_flows,reactive_flows,speculative_flows,hit_rate,speculation_efficiency,total_evicted_flows,reward,delta_reward
0,0.0,1.101064,1.101064,16,13,3,1,12,50,1,49,81.25,12.244897959183673,0,0.0,0.0
1,1.101064,2.124754,1.0236899999999998,9,9,0,0,9,50,1,49,100.0,0.0,0,0.0,0.0
2,2.124754,3.166878,1.0421240000000003,5,5,0,0,5,50,1,49,100.0,0.0,0,0.0,0.0
3,3.166878,4.215684,1.0488060000000003,8,8,0,0,8,50,1,49,100.0,0.0,0,0.0,0.0
4,4.215684,5.462667,1.2469829999999993,21,21,0,0,21,50,1,49,100.0,0.0,0,0.0,0.0
5,5.462667,6.995422,1.5327549999999999,200,200,0,0,200,50,1,49,100.0,0.0,0,0.0,0.0
6,6.995422,8.960382,1.9649599999999996,17,17,0,0,17,50,1,49,100.0,0.0,0,0.0,0.0
7,8.960382,9.999248,1.0388660000000005,4,4,0,0,4,50,1,49,100.0,0.0,0,0.0,0.0
8,9.999248,11.037938,1.0386900000000008,2,2,0,0,2,50,1,49,100.0,0.0,0,0.0,0.0
9,11.037938,12.062265,1.0243269999999995,4,4,0,0,4,50,1,49,100.0,0.0,0,0.0,0.0
10,12.062265,13.10511,1.0428449999999998,6,6,0,0,6,50,1,49,100.0,0.0,0,0.0,0.0
11,13.10511,14.273798,1.1686879999999995,3,3,0,0,3,50,1,49,100.0,0.0,0,0.0,0.0
12,14.273798,15.386599,1.112801000000001,2,2,0,0,2,50,1,49,100.0,0.0,0,0.0,0.0
13,15.386599,16.412976,1.026377,4,4,0,0,4,50,1,49,100.0,0.0,0,0.0,0.0
14,16.412976,18.180914,1.767938000000001,5,5,0,0,5,50,1,49,100.0,0.0,0,0.0,0.0
15,18.180914,19.203116,1.022202,6,6,0,0,6,50,1,49,100.0,0.0,0,0.0,0.0
16,19.203116,20.25551,1.0523939999999996,2,2,0,0,2,50,1,49,100.0,0.0,0,0.0,0.0
17,20.25551,21.289084,1.033573999999998,8,8,0,0,8,50,1,49,100.0,0.0,0,0.0,0.0
18,21.289084,22.322229,1.033145000000001,8,8,0,0,8,50,1,49,100.0,0.0,0,0.0,0.0
19,22.322229,23.354988,1.0327589999999987,4,4,0,0,4,50,1,49,100.0,0.0,0,0.0,0.0
20,23.354988,24.411563,1.0565750000000023,6,6,0,0,6,50,1,49,100.0,0.0,0,0.0,0.0
21,24.411563,26.347648,1.9360849999999985,4,3,1,0,3,50,2,48,75.0,0.0,1,0.0,0.0
22,26.347648,27.378861,1.031213000000001,2,2,0,0,2,50,2,48,100.0,0.0,0,0.0,0.0
23,27.378861,28.785855,1.406994000000001,4,2,2,0,2,50,4,46,50.0,0.0,2,0.0,0.0
24,28.785855,30.399671,1.613816,4,4,0,0,4,50,4,46,100.0,0.0,0,0.0,0.0
25,30.399671,31.439119,1.0394480000000001,5,5,0,0,5,50,4,46,100.0,0.0,0,0.0,0.0
26,31.439119,32.466828,1.027708999999998,4,4,0,0,4,50,4,46,100.0,0.0,0,0.0,0.0
27,32.466828,34.542917,2.076089000000003,13,7,6,0,7,50,5,45,53.84615384615385,0.0,6,0.0,0.0
28,34.542917,35.582114,1.0391969999999944,18,18,0,0,18,50,5,45,100.0,0.0,0,0.0,0.0
29,35.582114,36.709558,1.127444000000004,7,7,0,0,7,50,5,45,100.0,0.0,0,0.0,0.0
30,36.709558,38.241574,1.5320159999999987,1,1,0,1,0,50,5,45,100.0,0.0,0,0.0,0.0
31,38.241574,39.491639,1.2500649999999993,4,3,1,1,2,50,5,45,75.0,2.2222222222222223,0,0.0,0.0
32,39.491639,40.658543,1.1669040000000024,3,1,2,0,1,50,6,44,33.33333333333333,0.0,3,0.0,0.0
33,40.658543,41.698142,1.0395989999999955,2,2,0,0,2,50,6,44,100.0,0.0,0,0.0,0.0
34,41.698142,42.721106,1.0229640000000018,4,4,0,0,4,50,6,44,100.0,0.0,0,0.0,0.0
35,42.721106,43.753157,1.0320510000000027,7,5,2,2,3,50,7,43,71.42857142857143,1.744186046511628,2,0.0,0.0
36,43.753157,44.876525,1.1233679999999993,6,4,2,0,4,50,7,43,66.66666666666666,0.0,2,0.0,0.0
37,44.876525,45.923557,1.0470320000000015,6,6,0,0,6,50,7,43,100.0,0.0,0,0.0,0.0
38,45.923557,46.957351,1.0337940000000003,2,2,0,0,2,50,7,43,100.0,0.0,0,0.0,0.0
39,46.957351,47.982992,1.0256410000000002,4,4,0,0,4,50,7,43,100.0,0.0,0,0.0,0.0
40,47.982992,49.03247,1.0494780000000006,9,6,3,0,6,50,9,41,66.66666666666666,0.0,3,0.0,0.0
41,49.03247,50.064835,1.0323649999999986,9,9,0,2,7,50,9,41,100.0,4.2682926829268295,0,0.0,0.0
42,50.064835,51.101946,1.037110999999996,7,7,0,2,5,50,9,41,100.0,3.048780487804878,0,0.0,0.0
43,51.101946,52.29737,1.1954240000000027,4,4,0,0,4,50,9,41,100.0,0.0,0,0.0,0.0
44,52.29737,53.843462,1.5460920000000016,5,3,2,0,3,50,10,40,60.0,0.0,2,0.0,0.0
45,53.843462,54.922203,1.0787410000000008,6,6,0,0,6,50,10,40,100.0,0.0,0,0.0,0.0
46,54.922203,55.951323,1.029119999999999,9,7,2,1,6,50,12,38,77.77777777777779,7.894736842105263,2,0.0,0.0
47,55.951323,56.995061,1.0437379999999976,5,5,0,0,5,50,12,38,100.0,0.0,0,0.0,0.0
48,56.995061,58.127099,1.1320380000000014,5,3,2,0,3,50,13,37,60.0,0.0,2,0.0,0.0
49,58.127099,59.152279,1.0251799999999989,5,5,0,2,3,50,13,37,100.0,2.027027027027027,0,0.0,0.0
50,59.152279,60.187356,1.0350770000000011,10,10,0,2,8,50,13,37,100.0,5.405405405405405,0,0.0,0.0
51,60.187356,61.231943,1.044587,7,7,0,1,6,50,13,37,100.0,8.108108108108109,0,0.0,0.0
52,61.231943,62.293177,1.061233999999999,6,6,0,0,6,50,13,37,100.0,0.0,0,0.0,0.0
53,62.293177,63.323836,1.030659,4,4,0,0,4,50,13,37,100.0,0.0,0,0.0,0.0
54,63.323836,64.358456,1.0346200000000039,4,4,0,0,4,50,13,37,100.0,0.0,0,0.0,0.0
55,64.358456,65.47831,1.1198539999999895,20,20,0,0,20,50,13,37,100.0,0.0,0,0.0,0.0
56,65.47831,67.147218,1.6689080000000018,6,6,0,0,6,50,13,37,100.0,0.0,0,0.0,0.0
57,67.147218,68.181683,1.0344650000000115,4,2,2,0,2,50,14,36,50.0,0.0,2,0.0,0.0
58,68.181683,69.242237,1.0605539999999962,6,4,2,2,2,50,15,35,66.66666666666666,1.4285714285714286,2,0.0,0.0
59,69.242237,70.25158,1.0093430000000012,3,3,0,0,3,50,15,35,100.0,0.0,0,0.0,0.0
60,70.25158,72.393442,2.141861999999989,5,5,0,0,5,50,15,35,100.0,0.0,0,0.0,0.0
61,72.393442,73.442673,1.049231000000006,5,3,2,0,3,50,16,34,60.0,0.0,2,0.0,0.0
62,73.442673,74.450783,1.008110000000002,6,4,2,0,4,50,17,33,66.66666666666666,0.0,2,0.0,0.0
63,74.450783,75.50956,1.058776999999992,5,5,0,1,4,50,17,33,100.0,6.0606060606060606,0,0.0,0.0
64,75.50956,76.55059,1.0410300000000063,5,5,0,0,5,50,17,33,100.0,0.0,0,0.0,0.0
65,76.55059,77.586664,1.0360739999999993,3,3,0,0,3,50,17,33,100.0,0.0,0,0.0,0.0
66,77.586664,78.643442,1.0567779999999942,1,1,0,0,1,50,17,33,100.0,0.0,0,0.0,0.0
67,78.643442,80.311966,1.668524000000005,10,10,0,2,8,50,17,33,100.0,6.0606060606060606,0,0.0,0.0
68,80.311966,81.40295,1.090984000000006,7,7,0,0,7,50,17,33,100.0,0.0,0,0.0,0.0
